0000,21.1
0015,21.1
0030,20.96
0045,21.32
0100,21.01
0115,21.44
0130,21.33
0145,21.01
0200,20.99
0215,21.11
0230,21.04
0245,21.08
0300,21.33
0315,21.2
0330,21.27
0345,21.08
0401,21.06
0416,21.39
0431,20.9
0446,20.98
0501,21.15
0516,21.28
0531,21.25
0546,21.2
0601,20.98
0616,21.13
0631,21.3
0646,21.43
0701,21.18
0716,21.28
0731,21.47
0746,20.9
0801,21.31
0816,21.47
0831,21.32
0846,21.02
0901,21.2
0916,21.3
0931,21.3
0947,21.26
1002,21.26
1017,21.24
1032,20.94
1047,21.16
1102,21.1
1117,21.17
1132,21.02
1147,21.21
1202,21.33
1217,20.97
1232,21.24
1247,20.97
1302,21.09
1317,21.32
1332,21.02
1347,24.03
1402,21.82
