0008,21.05
0023,21.17
0038,20.97
0053,21.2
0108,21.25
0123,21.15
0138,21.0
0154,21.07
0209,21.3
0224,20.94
0239,21.15
0254,21.21
0309,20.98
0324,21.35
0339,21.12
0354,21.0
0409,21.23
0424,21.32
0439,21.16
0454,21.27
0509,21.02
0524,21.21
0539,21.1
0554,21.34
0609,21.41
0624,21.2
0639,21.02
0654,21.14
0709,21.45
0725,20.8
0740,21.37
0755,21.1
0810,21.36
0825,21.04
0840,21.2
0855,21.32
0910,21.21
0925,21.41
0940,21.45
0955,21.12
1010,21.4
1025,21.1
1040,21.07
1055,21.27
1110,21.25
1125,21.02
1140,21.34
1155,21.54
1210,21.43
1225,21.29
1240,21.62
1256,21.17
1311,21.26
1326,21.15
1341,21.38
1356,21.01
1411,21.14
1426,21.15
1441,21.16
1456,21.31
