0008,5.45
0023,5.23
0038,5.17
0053,4.99
0108,4.73
0123,4.71
0138,4.64
0153,4.76
0208,4.6
0223,4.56
0238,4.41
0253,4.36
0308,4.32
0323,4.31
0338,4.3
0353,4.29
0408,4.48
0423,4.28
0438,4.3
0454,4.29
0509,4.36
0524,4.35
0539,4.21
0554,4.16
0609,4.31
0624,4.41
0639,4.26
0654,4.24
0709,4.36
0724,4.22
0739,4.23
0754,4.39
0809,4.26
0824,4.47
0839,4.41
0854,4.32
0909,4.24
0924,4.28
0940,4.31
0955,4.24
1010,4.32
1025,4.38
1040,4.36
1055,4.4
1110,4.38
1125,4.22
1140,4.27
1155,4.34
1210,4.19
1225,4.22
1240,4.27
1255,4.35
1310,4.24
1325,4.25
1340,4.32
1355,4.19
1411,4.24
1440,14.05
1455,14.65
1510,14.36
1525,14.26
1540,14.07
1555,14.63
1610,18.27
1625,18.34
1640,17.94
1655,18.36
1710,18.04
1726,17.91
